Post ID,Post creation date,Post message,Post type,Post impressions,Post organic reach,% of reach from paid,% of reach from organic,Post reach,Shares on posts,Total post reactions,Post photo views,Video views,Comments on posts,Shares on shares,Organic video views,Post link clicks,RowHash
108778868994125_122161947008027157,2024-03-12,"Let me tell you a story of how I got my kids through my divorce.
To begin with I didn't, I felt overwhlemed by anxiety and worry.
As a therapist I knew an anxious mum equalled anxious kids, so I had to take control.
The first thing I did was create a guide using all my knowledge as a therapist and practically put these things in place to support my kids, even when I was feeling overwhelmed.
And now I want to share this guide with you for free. I so wish I had this at the beginning. 
Comment 'Guide' and I will DM you a link.
From one separated mum to another, you've got this!

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",album,47,47,0,100,47,0,0,4,0,0,0,0,0,81f4f20dbe98c7cb462492f892976f8cf943e66d05d410813e767f7520d7a0fa
108778868994125_122161931186027157,2024-03-12,"Your child will be the reason you get through the darkest days of your separation.
You’ve got this muma
Comment the word
‘CLASS’
below and I will DM you an exclusive link to sign up FREE for my live masterclass!

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,27,27,0,100,27,0,0,0,0,0,0,0,0,fa724bb883d992a2732c9237c68c03ec3b218fa7bf52f3c0282695ccfef0da25
108778868994125_122161881626027157,2024-03-12,"Ever wish you could have FREE access to a THERAPIST to ask questions about how to support your child through your divorce.
Well, here I am! 
As a therapist and fellow separated mum who has supported her children through divorce. I'm here to assure you that there are proven, science-backed tools to ensure your child doesn't just survive your divorce but THRIVES! Join my FREE live masterclass for expert guidance, providing you with the tools you need to ensure your child THRIVES!

Comment the word
‘CLASS’
below and I will DM you an exclusive link to sign up FREE for my live masterclass! 

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,22,22,0,100,22,0,0,0,0,0,0,0,0,9ac8ce9c2d2d7a5d0a221584ba9f3302b64a0fc923cd2d6eecde2ee990d291a8
108778868994125_122161784906027157,2024-03-11,"If you are a single mum and you are wondering 
“When will things change for the better”
Stay strong.
They will get better.
Take it from someone who has been there.
You’ve got this!

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,43,43,0,100,43,0,1,0,0,0,0,0,0,02adc2fc6fa4747609e2c2a58f05d3ae30c5782d162397d4042200d051966279
108778868994125_122161766720027157,2024-03-11,"How to help your child not just survive your divorce but thrive!
One way is to allow them to have some control over the changes that are happening.
they can't control what changes.
but they can have some control over how things change for them.

Here is an example.
You have to move house (they can't control this), but what colour would they like their new room (they can control this). Giving small areas of control in a way that means something to them, WILL help them to thrive!

Comment the word
‘CLASS’
below and I will DM you an exclusive link to sign up FREE for my live masterclass!

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",album,41,38,0,100,38,0,0,3,0,0,0,0,0,e348b0d6a3ed9c9e21a34d83eb0309fa3a9e0e4d1857a209077bbe017f5349ca
108778868994125_122161725278027157,2024-03-11,"You won't be a single mum forever.

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,35,35,0,100,35,0,0,0,0,0,0,0,0,a1aa3344d1af37074b59b73cbdda71b0340a0828c7335a89a4f02879ee1d1ee8
108778868994125_122161545500027157,2024-03-10,"My kids left for their Dad's house today.
If you feel that deep sadness when your kids leave, I am right there with you.

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,53,53,0,100,53,0,0,0,0,0,0,0,0,ff971b44475923bd4d0d42c342ff17cfee0d9c69856283fdcba0cd0b96e06877
108778868994125_122161537652027157,2024-03-10,"During divorce, our children can go one of two ways.Feeling overwhelmed by the changes OR empowered and in control of their lives, leading to strong mental health.

The key? Control 
It's crucial our children feel a sense of control over their lives, the changes happening, and the decisions being made.
Want practical ways to achieve this? Join me in my FREE live masterclass, where I'll provide actionable strategies to empower your child during divorce. Comment the word
‘CLASS’
Below and I will DM you an exclusive link to sign up FREE for the live masterclass!

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,39,39,0,100,39,0,0,0,0,2,0,0,0,a5b41125ed49b2af84e407b0a5e7a194c0af11a5e78e6cda2553f1041f48a822
108778868994125_122161428494027157,2024-03-09,"My son used to cry when he left me for his Dad's house,
BUT then I did this.
Download my free step-by-step guide for exactly how to help your child transition happily by commenting
'Guide' below.
You've got this!

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,34,34,0,100,34,0,0,0,0,0,0,0,1,b7e67352e567752f7aa155e62d00d61593f5814459900079ea85c263f1e3129a
108778868994125_122161379138027157,2024-03-09,"How to talk to your kids about your divorce.
Getting this right makes a huge difference to their well-being. One key thing to note is that telling the truth is 99% of the time, the best solution. But it needs to be told in an age appropriate way.

But how do you do this!? 
I know how hard it is, because I have been there. As a therapist, I am going to break this all down and give you clear guidance in my (free) live masterclass. Comment the word
""CLASS""
below and I will DM you an exclusive link to sign up FREE for the live masterclass!

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",album,37,37,0,100,37,0,0,3,0,0,0,0,0,ec20450ac48f53a67bd35069e6ce8ebca0591d34e4847fd3769e5920eddf8bca
108778868994125_122161372100027157,2024-03-09,"What you are going through is not going to last forever

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,34,34,0,100,34,0,0,0,0,0,0,0,0,2dd1cba432ae83ddf1cb15b6451e24b4c3bccf6c581c9bb5374252313797d42d
108778868994125_122161269782027157,2024-03-08,"Trying to support your kids through your divorce!?
Providing certainty for them is your secret weapon to safeguarding their well-being! 
Understand what matters most to your child & create daily routines around those aspects.
If you need more support in how to actually do this, join me in my FREE live masterclass!
Comment the word 
‘CLASS’
below and I will DM you an exclusive link to sign up FREE for the live masterclass!

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,21,21,0,100,21,0,0,0,0,0,0,0,0,34b691ec07743d390bd9e0faeafbb349c3fd53f4b55fcf703e98badc34985be1
108778868994125_122161262996027157,2024-03-08,"Alone.
The truth about being a single mum.
Being along, especially when our children aren't with us can fill us with so much grief.
Sometimes this can feel overwhelming and we don't know how we will make it through.
Download my free guide to proccessing your grief by commenting ""Guide' below.

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,29,29,0,100,29,0,0,0,0,0,0,0,0,e93f3dfb54b1ff437711b08f45c8df0c428f1162732adfd256fce508ae5cc63b
108778868994125_122161195238027157,2024-03-08,"Hey muma,
You're doing a great job!
Your kids will get through your divorce, and so will you

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,30,30,0,100,30,0,0,0,0,0,0,0,0,899b301943007855fe4165360dec0301ed941abd67ec2ed6e299f09e01e8d420
108778868994125_122161038632027157,2024-03-07,"I don't know how to co-parent with him because he is so triggering to me & is such a different person now.
It feels awful & overwhelming just thinking about it.
Co-parenting with the person you're healing from is hard.
Especially because that person has most likely changed so much from who you once loved
It makes it even more overwhelming if:
*   he is high conflict & mean
*   if there is a new girlfriend in the picture
*   if you're going through court stuff-custody, money, etc
Stop the overwhelm by focusing on what you can control.
This will leave more emotional energy for you and your child, which is what really matters. 
You've got this!",album,53,52,0,100,52,0,1,6,0,0,0,0,0,a69529b38b389b31b22a72f00ad103b628c064decff3e3a42832415da31d82b1
108778868994125_122160981668027157,2024-03-07,"The best thing you can do to get your kids through your divorce is process your sadness in a healthy way.
Comment 'Guide' for my free workbook on how to do this.

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,59,59,0,100,59,0,1,1,0,3,0,0,0,d0dbd1a57cd85b6dbf5b9eaeef0cd1b641cea981cc36f82c5a17e3efb4ff61dc
108778868994125_122160862148027157,2024-03-06,"To the single mum who has lost her self confidence & feels she has to be prettier, lose weight, change herself.
I want to offer you the truth about how good people actually see you. And how your person who is waiting for you in your future will one day see you.
To the people who love you, you are beautiful already.
This is not because they're blind to your shortcomings but because they so clearly see your soul.
Your shortcomings then dim by comparison.
The people who care about you are willing
to let you be imperfect and beautiful, too.
If someone doesn’t see this, they are not your person.
You are enough as you are.
Beautifully, lovably, imperfect

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,29,29,0,100,29,0,1,0,0,0,0,0,0,c0e92ed5139fb979ce85b3246cdc6dc830c00c46ef9cb474d323d8606bcea2a8
108778868994125_122160780740027157,2024-03-06,"Tag a divorced mum to tell her she is doing an amazing job!

From one separated mum to another, you’ve got this 💖💪

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,37,37,0,100,37,0,0,0,0,0,0,0,0,441ad33f848427e880d49f3b80e60bf6899464193b149902e6a370fcd3c759dd
108778868994125_122160562628027157,2024-03-05,"Tag a divorced mum to tell her she is doing an amazing job!

From one separated mum to another, you’ve got this 💖💪

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,27,26,0,100,26,0,0,0,0,0,0,0,0,66495493a3be0f0f91b0dddf96e39ca260519f83734143377fcf969ac259fdc7
108778868994125_122160390590027157,2024-03-04,"The 3 things your children need most during your divorce…
1. Your time…
2. Your love
3. For you to healthily process your divorce so you can help them to do the same
You’ve got this!

From one separated mum to another, you’ve got this 💖💪

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,19,18,0,100,18,0,0,0,0,0,0,0,0,a45065d69dc7df8c2b5e6725ee96ac8bac854d111cec0ed0fbbea9f3142f6a20
108778868994125_122160324662027157,2024-03-04,"Becoming a single mum was the hardest job I never wanted and never imagined for myself and my kids.

From one separated mum to another, you’ve got this 💖💪

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,23,22,0,100,22,0,0,0,0,0,0,0,0,ca1ac9d26f48cd7c0c15e5c9e7a2b73341926e7876f97f4140290a572ffa4cf5
108778868994125_122160183428027157,2024-03-03,"Parenting during divorce. 
Don't give up, give pause.
Stop trying to control the chaos.
Chaos is resistance that calms down when we surrender control.
You’ve got this!

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,19,19,0,100,19,0,0,0,0,0,0,0,0,9c53d295f2196a625020a2ad50a435ecaf14adb5b919f834d6b7c407d6a2b5ba
108778868994125_122160105128027157,2024-03-03,"Reminder:
No matter what your marital status is, a loving, present parent is what your children really need to thrive!

From one separated mum to another, you’ve got this 💖💪

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,29,29,0,100,29,0,2,1,0,1,0,0,0,4ab415a1378a25c806b0c9bd8495bc030c5bba446faa18bb0c09d6c1a5d9a04f
108778868994125_122159943074027157,2024-03-02,"To the separated mum who woke up lonely this morning without her children ...
I see your heartbreak…
I know your pain…
I promise it get’s easier, and this is how…
Comment ‘GUIDE’ to download my free guide to processing your grief so that you and your children can thrive. 

From one separated mum to another, you’ve got this 💖💪

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,19,19,0,100,19,0,0,0,0,0,0,0,0,dad59094910991656e591f5e84a09e401457283bdc01a461131adf279483ae65
108778868994125_122159868770027157,2024-03-02,"Please never forget how brave it is to continue to show up In a story that looks so different to the one you thought it would be.

From one separated mum to another, you’ve got this 💖💪

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,19,19,0,100,19,0,0,0,0,0,0,0,0,92fcf71e06685b512aef2bcd6d86b327ece336750fd789e17d7a665733976de9
108778868994125_122159709866027157,2024-03-01,"When my children leave for their other parents house I feel so heart-broken and alone…
The house is quiet and it feels so unnatural to not have them with me…
It isn’t how I imagined motherhood would be…
If you are grieving the lost time with your kids, comment GUIDE and I will DM you a link to my free guide to getting through this.
You’ve got this!

From one separated mum to another, you’ve got this 💖💪

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,19,19,0,100,19,0,1,0,0,0,0,0,0,662fb4913b00b9cbf84df26572e7c1726adea5fa151a1fbf8db34d09ab6768b4
108778868994125_122159636006027157,2024-03-01,"Please never forget
How brave it is
To continue to show up
In a story that looks so
Different to the one you imagined for you and your kids.

From one separated mum to another, you’ve got this 💖💪

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,22,22,0,100,22,0,0,1,0,0,0,0,0,130595568aded6d7416ffe51d7d5402c18604ccc6f33036949c85edb9ba6fba0
108778868994125_122159494754027157,2024-02-29,"Comment ‘GUIDE’ for a link to download my free step-by-step guide so this can be your reality. 

I dropped my son with his Dad, walked to my car alone, in the dark, with tears streaming down my face. 'When was this going to get easier?’…

My son used to cry when he left him, it broke my heart…

But then I changed how I approached the transition and his experience was transformed…

He happily left me and happily came back to me…

From one separated mum to another, you’ve got this 💖💪

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,23,23,0,100,23,0,1,0,0,0,0,0,0,858479ebe8774e4bfeed61da41f2a63d62fc44253a0d07896601d902fccf6874
108778868994125_122159427230027157,2024-02-29,"The key to thriving as a divorced mum:
Let go of all that you cannot control.

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,41,41,0,100,41,0,2,0,0,0,0,0,0,d16837955dd40feb2ed9cbf5ef77d250d1226689dd1193ef142a8a9ba38c2574
108778868994125_122159285390027157,2024-02-28,"I feel overwhelmed with thoughts of how unfair this is & how angry/hurt I am that our marriage has ended while I am left picking up the pieces of our lives and making sure the kids are okay…

If this is you, I have been there…

Processing your grief and anger is the best way to make sure you and your kids get through this…

Comment ‘GUIDE’ for my free guide on how to do this. 

From one separated mum to another, you’ve got this 💖💪

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,18,18,0,100,18,0,0,0,0,0,0,0,0,e5fac7ebe37afec019c4a9f26b9367a93e418c0fce7ad44cd0acde7ca306da64
108778868994125_122159220020027157,2024-02-28,"When I divorced I constantly worried about how it was going to affect my kids, the guilt, pain and anxiety can feel relentless.

From one separated mum to another, you’ve got this 💖💪

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,36,36,0,100,36,0,0,0,0,0,0,0,0,56e607f4bf106583c634f2aa0705d899234a206017d6681e7f72af4d6999f01b
108778868994125_122159078414027157,2024-02-27,"Your heart can break without it breaking you and your kids…

Comment ‘GUIDE’ for me free workbook on how to process the grief around your divorce in a way that helps you and your kids thrive.

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,15,15,0,100,15,0,0,0,0,0,0,0,0,b47c862a629a9b9e0e0e14bb5458418c621c5fe16e341a0210b2bf5a8aa969ea
108778868994125_122159013332027157,2024-02-27,"I don’t know who needs to hear this but divorce doesn’t have to be the end of your child’s happy childhood, it can be the beginning of it…

From one separated mum to another, you’ve got this 💖💪

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,48,48,0,100,48,0,4,0,0,0,0,0,0,51560106bb90cf9469b41b1632adc4a1203c5e50fabbd2fb91a0020d61bd9d55
108778868994125_122158893686027157,2024-02-26,"Want to save your kids from the pain of your divorce?

Comment ‘GUIDE’ to download my free guide on how to ensure your kids thrive.

From one separated mum to another, you’ve got this 💖💪

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,18,18,0,100,18,0,1,0,0,0,0,0,0,7f13e9b8b0b2bfc33416fd7d67f3908605a46c856e6f3514f198da483025f126
108778868994125_122158809716027157,2024-02-26,"Single Mums:
‘I feel like I failed my kids by not being able to give them a 2 parent home’.
If this is you, I deeply feel your pain.
Comment ‘Guide’ for a free guide on getting your kids through this.

From one separated mum to another, you’ve got this 💖💪

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,36,35,0,100,35,0,0,0,0,0,0,0,0,8569550f6a237031f6f63532aa2944fff267014ed3f56b3a2fc54cceb2f1c247
108778868994125_122158680716027157,2024-02-25,"If I separated again, here's what I would do differently to help my kids thrive during the process…
Comment ‘Guide’ to download my free step-by-step guide from a therapist and separated mum who has been in your shoes.

From one separated mum to another, you’ve got this 💖💪

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,21,20,0,100,20,0,0,0,0,0,0,0,0,37e25cb5447312761aafca8c1868d1617c884e5a81ce109794fb70860886e94b
